date,Target_Flower,Google_Trend_Score
"Jan 18 – 24, 2026",freesia,61
"Jan 25 – 31, 2026",freesia,65
"Feb 1 – 7, 2026",freesia,71
"Feb 8 – 14, 2026",freesia,86
"Feb 15 – 21, 2026",freesia,84
"Feb 22 – 28, 2026",freesia,72
"Mar 1 – 7, 2026",freesia,86
"Mar 8 – 14, 2026",freesia,100
"Mar 2 – 8, 2025",geranium,44
"Mar 9 – 15, 2025",geranium,48
"Mar 16 – 22, 2025",geranium,49
"Mar 23 – 29, 2025",geranium,59
"Mar 30 – Apr 5, 2025",geranium,65
"Apr 6 – 12, 2025",geranium,71
"Apr 13 – 19, 2025",geranium,75
"Apr 20 – 26, 2025",geranium,80
"Apr 27 – May 3, 2025",geranium,96
"May 4 – 10, 2025",geranium,99
"May 11 – 17, 2025",geranium,100
"May 18 – 24, 2025",geranium,91
"May 25 – 31, 2025",geranium,87
"Jun 1 – 7, 2025",geranium,81
"Jun 8 – 14, 2025",geranium,75
"Jun 15 – 21, 2025",geranium,65
"Jun 22 – 28, 2025",geranium,57
"Jun 29 – Jul 5, 2025",geranium,57
"Jul 6 – 12, 2025",geranium,52
"Jul 13 – 19, 2025",geranium,52
"Jul 20 – 26, 2025",geranium,45
"Jul 27 – Aug 2, 2025",geranium,48
"Aug 3 – 9, 2025",geranium,46
"Aug 10 – 16, 2025",geranium,47
"Aug 17 – 23, 2025",geranium,44
"Aug 24 – 30, 2025",geranium,46
"Aug 31 – Sep 6, 2025",geranium,42
"Sep 7 – 13, 2025",geranium,45
"Sep 14 – 20, 2025",geranium,40
"Sep 21 – 27, 2025",geranium,41
"Sep 28 – Oct 4, 2025",geranium,41
"Oct 5 – 11, 2025",geranium,42
"Oct 12 – 18, 2025",geranium,44
"Oct 19 – 25, 2025",geranium,40
"Oct 26 – Nov 1, 2025",geranium,43
"Nov 2 – 8, 2025",geranium,39
"Nov 9 – 15, 2025",geranium,38
"Nov 16 – 22, 2025",geranium,37
"Nov 23 – 29, 2025",geranium,34
"Nov 30 – Dec 6, 2025",geranium,32
"Dec 7 – 13, 2025",geranium,29
"Dec 14 – 20, 2025",geranium,31
"Dec 21 – 27, 2025",geranium,28
"Dec 28, 2025 – Jan 3, 2026",geranium,29
"Jan 4 – 10, 2026",geranium,31
"Jan 11 – 17, 2026",geranium,34
"Jan 18 – 24, 2026",geranium,33
"Jan 25 – 31, 2026",geranium,36
"Feb 1 – 7, 2026",geranium,41
"Feb 8 – 14, 2026",geranium,43
"Feb 15 – 21, 2026",geranium,49
"Feb 22 – 28, 2026",geranium,45
"Mar 1 – 7, 2026",geranium,52
"Mar 8 – 14, 2026",geranium,64
"Mar 2 – 8, 2025",gladiolus,60
"Mar 9 – 15, 2025",gladiolus,63
"Mar 16 – 22, 2025",gladiolus,63
"Mar 23 – 29, 2025",gladiolus,70
"Mar 30 – Apr 5, 2025",gladiolus,86
"Apr 6 – 12, 2025",gladiolus,74
"Apr 13 – 19, 2025",gladiolus,82
"Apr 20 – 26, 2025",gladiolus,79
"Apr 27 – May 3, 2025",gladiolus,100
"May 4 – 10, 2025",gladiolus,93
"May 11 – 17, 2025",gladiolus,92
"May 18 – 24, 2025",gladiolus,81
"May 25 – 31, 2025",gladiolus,76
"Jun 1 – 7, 2025",gladiolus,75
"Jun 8 – 14, 2025",gladiolus,68
"Jun 15 – 21, 2025",gladiolus,66
"Jun 22 – 28, 2025",gladiolus,63
"Jun 29 – Jul 5, 2025",gladiolus,65
"Jul 6 – 12, 2025",gladiolus,71
"Jul 13 – 19, 2025",gladiolus,69
"Jul 20 – 26, 2025",gladiolus,72
"Jul 27 – Aug 2, 2025",gladiolus,69
"Aug 3 – 9, 2025",gladiolus,76
"Aug 10 – 16, 2025",gladiolus,64
"Aug 17 – 23, 2025",gladiolus,59
"Aug 24 – 30, 2025",gladiolus,58
"Aug 31 – Sep 6, 2025",gladiolus,54
"Sep 7 – 13, 2025",gladiolus,58
"Sep 14 – 20, 2025",gladiolus,49
"Sep 21 – 27, 2025",gladiolus,51
"Sep 28 – Oct 4, 2025",gladiolus,50
"Oct 5 – 11, 2025",gladiolus,47
"Oct 12 – 18, 2025",gladiolus,43
"Oct 19 – 25, 2025",gladiolus,39
"Oct 26 – Nov 1, 2025",gladiolus,39
"Nov 2 – 8, 2025",gladiolus,40
"Nov 9 – 15, 2025",gladiolus,41
"Nov 16 – 22, 2025",gladiolus,39
"Nov 23 – 29, 2025",gladiolus,36
"Nov 30 – Dec 6, 2025",gladiolus,36
"Dec 7 – 13, 2025",gladiolus,35
"Dec 14 – 20, 2025",gladiolus,33
"Dec 21 – 27, 2025",gladiolus,32
"Dec 28, 2025 – Jan 3, 2026",gladiolus,33
"Jan 4 – 10, 2026",gladiolus,38
"Jan 11 – 17, 2026",gladiolus,35
"Jan 18 – 24, 2026",gladiolus,42
"Jan 25 – 31, 2026",gladiolus,44
"Feb 1 – 7, 2026",gladiolus,53
"Feb 8 – 14, 2026",gladiolus,63
"Feb 15 – 21, 2026",gladiolus,71
"Feb 22 – 28, 2026",gladiolus,57
"Mar 1 – 7, 2026",gladiolus,59
"Mar 8 – 14, 2026",gladiolus,69
"Mar 2 – 8, 2025",heather,37
"Mar 9 – 15, 2025",heather,33
"Mar 16 – 22, 2025",heather,34
"Mar 23 – 29, 2025",heather,34
"Mar 30 – Apr 5, 2025",heather,37
"Apr 6 – 12, 2025",heather,31
"Apr 13 – 19, 2025",heather,34
"Apr 20 – 26, 2025",heather,32
"Apr 27 – May 3, 2025",heather,33
"May 4 – 10, 2025",heather,31
"May 11 – 17, 2025",heather,30
"May 18 – 24, 2025",heather,32
"May 25 – 31, 2025",heather,32
"Jun 1 – 7, 2025",heather,34
"Jun 8 – 14, 2025",heather,34
"Jun 15 – 21, 2025",heather,32
"Jun 22 – 28, 2025",heather,33
"Jun 29 – Jul 5, 2025",heather,33
"Jul 6 – 12, 2025",heather,33
"Jul 13 – 19, 2025",heather,33
"Jul 20 – 26, 2025",heather,36
"Jul 27 – Aug 2, 2025",heather,37
"Aug 3 – 9, 2025",heather,39
"Aug 10 – 16, 2025",heather,39
"Aug 17 – 23, 2025",heather,38
"Aug 24 – 30, 2025",heather,40
"Aug 31 – Sep 6, 2025",heather,39
"Sep 7 – 13, 2025",heather,37
"Sep 14 – 20, 2025",heather,36
"Sep 21 – 27, 2025",heather,45
"Sep 28 – Oct 4, 2025",heather,49
"Oct 5 – 11, 2025",heather,41
"Oct 12 – 18, 2025",heather,35
"Oct 19 – 25, 2025",heather,44
"Oct 26 – Nov 1, 2025",heather,38
"Nov 2 – 8, 2025",heather,38
"Nov 9 – 15, 2025",heather,40
"Nov 16 – 22, 2025",heather,40
"Nov 23 – 29, 2025",heather,38
"Nov 30 – Dec 6, 2025",heather,51
"Dec 7 – 13, 2025",heather,41
"Dec 14 – 20, 2025",heather,41
"Dec 21 – 27, 2025",heather,35
"Dec 28, 2025 – Jan 3, 2026",heather,41
"Jan 4 – 10, 2026",heather,41
"Jan 11 – 17, 2026",heather,38
"Jan 18 – 24, 2026",heather,39
"Jan 25 – 31, 2026",heather,41
"Feb 1 – 7, 2026",heather,43
"Feb 8 – 14, 2026",heather,86
"Feb 15 – 21, 2026",heather,100
"Feb 22 – 28, 2026",heather,55
"Mar 1 – 7, 2026",heather,36
"Mar 8 – 14, 2026",heather,30
"Mar 2 – 8, 2025",hibiscus,67
"Mar 9 – 15, 2025",hibiscus,66
"Mar 16 – 22, 2025",hibiscus,73
"Mar 23 – 29, 2025",hibiscus,72
"Mar 30 – Apr 5, 2025",hibiscus,73
"Apr 6 – 12, 2025",hibiscus,78
"Apr 13 – 19, 2025",hibiscus,78
"Apr 20 – 26, 2025",hibiscus,82
"Apr 27 – May 3, 2025",hibiscus,89
"May 4 – 10, 2025",hibiscus,81
"May 11 – 17, 2025",hibiscus,95
"May 18 – 24, 2025",hibiscus,86
"May 25 – 31, 2025",hibiscus,86
"Jun 1 – 7, 2025",hibiscus,86
"Jun 8 – 14, 2025",hibiscus,84
"Jun 15 – 21, 2025",hibiscus,87
"Jun 22 – 28, 2025",hibiscus,85
"Jun 29 – Jul 5, 2025",hibiscus,81
"Jul 6 – 12, 2025",hibiscus,84
"Jul 13 – 19, 2025",hibiscus,86
"Jul 20 – 26, 2025",hibiscus,91
"Jul 27 – Aug 2, 2025",hibiscus,93
"Aug 3 – 9, 2025",hibiscus,94
"Aug 10 – 16, 2025",hibiscus,92
"Aug 17 – 23, 2025",hibiscus,89
"Aug 24 – 30, 2025",hibiscus,87
"Aug 31 – Sep 6, 2025",hibiscus,87
"Sep 7 – 13, 2025",hibiscus,82
"Sep 14 – 20, 2025",hibiscus,83
"Sep 21 – 27, 2025",hibiscus,80
"Sep 28 – Oct 4, 2025",hibiscus,79
"Oct 5 – 11, 2025",hibiscus,79
"Oct 12 – 18, 2025",hibiscus,76
"Oct 19 – 25, 2025",hibiscus,73
"Oct 26 – Nov 1, 2025",hibiscus,71
"Nov 2 – 8, 2025",hibiscus,72
"Nov 9 – 15, 2025",hibiscus,75
"Nov 16 – 22, 2025",hibiscus,74
"Nov 23 – 29, 2025",hibiscus,71
"Nov 30 – Dec 6, 2025",hibiscus,70
"Dec 7 – 13, 2025",hibiscus,68
"Dec 14 – 20, 2025",hibiscus,66
"Dec 21 – 27, 2025",hibiscus,67
"Dec 28, 2025 – Jan 3, 2026",hibiscus,68
"Jan 4 – 10, 2026",hibiscus,71
"Jan 11 – 17, 2026",hibiscus,71
"Jan 18 – 24, 2026",hibiscus,73
"Jan 25 – 31, 2026",hibiscus,76
"Feb 1 – 7, 2026",hibiscus,81
"Feb 8 – 14, 2026",hibiscus,98
"Feb 15 – 21, 2026",hibiscus,100
"Feb 22 – 28, 2026",hibiscus,81
"Mar 1 – 7, 2026",hibiscus,80
"Mar 8 – 14, 2026",hibiscus,87
"Mar 2 – 8, 2025",hyacinth,41
"Mar 9 – 15, 2025",hyacinth,45
"Mar 16 – 22, 2025",hyacinth,53
"Mar 23 – 29, 2025",hyacinth,49
"Mar 30 – Apr 5, 2025",hyacinth,50
"Apr 6 – 12, 2025",hyacinth,48
"Apr 13 – 19, 2025",hyacinth,69
"Apr 20 – 26, 2025",hyacinth,62
"Apr 27 – May 3, 2025",hyacinth,45
"May 4 – 10, 2025",hyacinth,45
"May 11 – 17, 2025",hyacinth,42
"May 18 – 24, 2025",hyacinth,33
"May 25 – 31, 2025",hyacinth,33
"Jun 1 – 7, 2025",hyacinth,30
"Jun 8 – 14, 2025",hyacinth,29
"Jun 15 – 21, 2025",hyacinth,30
"Jun 22 – 28, 2025",hyacinth,30
"Jun 29 – Jul 5, 2025",hyacinth,35
"Jul 6 – 12, 2025",hyacinth,30
"Jul 13 – 19, 2025",hyacinth,34
"Jul 20 – 26, 2025",hyacinth,31
"Jul 27 – Aug 2, 2025",hyacinth,32
"Aug 3 – 9, 2025",hyacinth,35
"Aug 10 – 16, 2025",hyacinth,33
"Aug 17 – 23, 2025",hyacinth,34
"Aug 24 – 30, 2025",hyacinth,33
"Aug 31 – Sep 6, 2025",hyacinth,35
"Sep 7 – 13, 2025",hyacinth,35
"Sep 14 – 20, 2025",hyacinth,33
"Sep 21 – 27, 2025",hyacinth,33
"Sep 28 – Oct 4, 2025",hyacinth,56
"Oct 5 – 11, 2025",hyacinth,41
"Oct 12 – 18, 2025",hyacinth,37
"Oct 19 – 25, 2025",hyacinth,34
"Oct 26 – Nov 1, 2025",hyacinth,32
"Nov 2 – 8, 2025",hyacinth,37
"Nov 9 – 15, 2025",hyacinth,35
"Nov 16 – 22, 2025",hyacinth,36
"Nov 23 – 29, 2025",hyacinth,32
"Nov 30 – Dec 6, 2025",hyacinth,31
"Dec 7 – 13, 2025",hyacinth,31
"Dec 14 – 20, 2025",hyacinth,30
"Dec 21 – 27, 2025",hyacinth,32
"Dec 28, 2025 – Jan 3, 2026",hyacinth,37
"Jan 4 – 10, 2026",hyacinth,35
"Jan 11 – 17, 2026",hyacinth,36
"Jan 18 – 24, 2026",hyacinth,38
"Jan 25 – 31, 2026",hyacinth,57
"Feb 1 – 7, 2026",hyacinth,72
"Feb 8 – 14, 2026",hyacinth,60
"Feb 15 – 21, 2026",hyacinth,70
"Feb 22 – 28, 2026",hyacinth,93
"Mar 1 – 7, 2026",hyacinth,100
"Mar 8 – 14, 2026",hyacinth,91
"Mar 2 – 8, 2025",iris,56
"Mar 9 – 15, 2025",iris,56
"Mar 16 – 22, 2025",iris,63
"Mar 23 – 29, 2025",iris,58
"Mar 30 – Apr 5, 2025",iris,58
"Apr 6 – 12, 2025",iris,64
"Apr 13 – 19, 2025",iris,57
"Apr 20 – 26, 2025",iris,61
"Apr 27 – May 3, 2025",iris,59
"May 4 – 10, 2025",iris,62
"May 11 – 17, 2025",iris,66
"May 18 – 24, 2025",iris,64
"May 25 – 31, 2025",iris,61
"Jun 1 – 7, 2025",iris,62
"Jun 8 – 14, 2025",iris,76
"Jun 15 – 21, 2025",iris,61
"Jun 22 – 28, 2025",iris,63
"Jun 29 – Jul 5, 2025",iris,61
"Jul 6 – 12, 2025",iris,65
"Jul 13 – 19, 2025",iris,64
"Jul 20 – 26, 2025",iris,65
"Jul 27 – Aug 2, 2025",iris,64
"Aug 3 – 9, 2025",iris,65
"Aug 10 – 16, 2025",iris,72
"Aug 17 – 23, 2025",iris,70
"Aug 24 – 30, 2025",iris,74
"Aug 31 – Sep 6, 2025",iris,71
"Sep 7 – 13, 2025",iris,70
"Sep 14 – 20, 2025",iris,80
"Sep 21 – 27, 2025",iris,92
"Sep 28 – Oct 4, 2025",iris,85
"Oct 5 – 11, 2025",iris,100
"Oct 12 – 18, 2025",iris,86
"Oct 19 – 25, 2025",iris,80
"Oct 26 – Nov 1, 2025",iris,76
"Nov 2 – 8, 2025",iris,76
"Nov 9 – 15, 2025",iris,77
"Nov 16 – 22, 2025",iris,76
"Nov 23 – 29, 2025",iris,75
"Nov 30 – Dec 6, 2025",iris,70
"Dec 7 – 13, 2025",iris,70
"Dec 14 – 20, 2025",iris,67
"Dec 21 – 27, 2025",iris,65
"Dec 28, 2025 – Jan 3, 2026",iris,69
"Jan 4 – 10, 2026",iris,66
"Jan 11 – 17, 2026",iris,72
"Jan 18 – 24, 2026",iris,67
"Jan 25 – 31, 2026",iris,69
"Feb 1 – 7, 2026",iris,71
"Feb 8 – 14, 2026",iris,74
"Feb 15 – 21, 2026",iris,69
"Feb 22 – 28, 2026",iris,62
"Mar 1 – 7, 2026",iris,78
"Mar 8 – 14, 2026",iris,66
"Mar 2 – 8, 2025",lilac,57
"Mar 9 – 15, 2025",lilac,60
"Mar 16 – 22, 2025",lilac,64
"Mar 23 – 29, 2025",lilac,64
"Mar 30 – Apr 5, 2025",lilac,67
"Apr 6 – 12, 2025",lilac,69
"Apr 13 – 19, 2025",lilac,74
"Apr 20 – 26, 2025",lilac,81
"Apr 27 – May 3, 2025",lilac,94
"May 4 – 10, 2025",lilac,95
"May 11 – 17, 2025",lilac,100
"May 18 – 24, 2025",lilac,81
"May 25 – 31, 2025",lilac,84
"Jun 1 – 7, 2025",lilac,85
"Jun 8 – 14, 2025",lilac,72
"Jun 15 – 21, 2025",lilac,68
"Jun 22 – 28, 2025",lilac,65
"Jun 29 – Jul 5, 2025",lilac,60
"Jul 6 – 12, 2025",lilac,63
"Jul 13 – 19, 2025",lilac,60
"Jul 20 – 26, 2025",lilac,60
"Jul 27 – Aug 2, 2025",lilac,60
"Aug 3 – 9, 2025",lilac,62
"Aug 10 – 16, 2025",lilac,61
"Aug 17 – 23, 2025",lilac,60
"Aug 24 – 30, 2025",lilac,60
"Aug 31 – Sep 6, 2025",lilac,58
"Sep 7 – 13, 2025",lilac,54
"Sep 14 – 20, 2025",lilac,53
"Sep 21 – 27, 2025",lilac,53
"Sep 28 – Oct 4, 2025",lilac,53
"Oct 5 – 11, 2025",lilac,54
"Oct 12 – 18, 2025",lilac,53
"Oct 19 – 25, 2025",lilac,53
"Oct 26 – Nov 1, 2025",lilac,48
"Nov 2 – 8, 2025",lilac,50
"Nov 9 – 15, 2025",lilac,54
"Nov 16 – 22, 2025",lilac,51
"Nov 23 – 29, 2025",lilac,49
"Nov 30 – Dec 6, 2025",lilac,49
"Dec 7 – 13, 2025",lilac,47
"Dec 14 – 20, 2025",lilac,47
"Dec 21 – 27, 2025",lilac,44
"Dec 28, 2025 – Jan 3, 2026",lilac,49
"Jan 4 – 10, 2026",lilac,49
"Jan 11 – 17, 2026",lilac,47
"Jan 18 – 24, 2026",lilac,50
"Jan 25 – 31, 2026",lilac,52
"Feb 1 – 7, 2026",lilac,57
"Feb 8 – 14, 2026",lilac,82
"Feb 15 – 21, 2026",lilac,88
"Feb 22 – 28, 2026",lilac,66
"Mar 1 – 7, 2026",lilac,57
"Mar 8 – 14, 2026",lilac,64
"Mar 2 – 8, 2025",magnolia,77
"Mar 9 – 15, 2025",magnolia,84
"Mar 16 – 22, 2025",magnolia,88
"Mar 23 – 29, 2025",magnolia,90
"Mar 30 – Apr 5, 2025",magnolia,100
"Apr 6 – 12, 2025",magnolia,92
"Apr 13 – 19, 2025",magnolia,90
"Apr 20 – 26, 2025",magnolia,89
"Apr 27 – May 3, 2025",magnolia,88
"May 4 – 10, 2025",magnolia,91
"May 11 – 17, 2025",magnolia,84
"May 18 – 24, 2025",magnolia,80
"May 25 – 31, 2025",magnolia,78
"Jun 1 – 7, 2025",magnolia,79
"Jun 8 – 14, 2025",magnolia,76
"Jun 15 – 21, 2025",magnolia,77
"Jun 22 – 28, 2025",magnolia,75
"Jun 29 – Jul 5, 2025",magnolia,70
"Jul 6 – 12, 2025",magnolia,78
"Jul 13 – 19, 2025",magnolia,78
"Jul 20 – 26, 2025",magnolia,75
"Jul 27 – Aug 2, 2025",magnolia,80
"Aug 3 – 9, 2025",magnolia,83
"Aug 10 – 16, 2025",magnolia,84
"Aug 17 – 23, 2025",magnolia,81
"Aug 24 – 30, 2025",magnolia,81
"Aug 31 – Sep 6, 2025",magnolia,78
"Sep 7 – 13, 2025",magnolia,73
"Sep 14 – 20, 2025",magnolia,77
"Sep 21 – 27, 2025",magnolia,74
"Sep 28 – Oct 4, 2025",magnolia,77
"Oct 5 – 11, 2025",magnolia,77
"Oct 12 – 18, 2025",magnolia,82
"Oct 19 – 25, 2025",magnolia,77
"Oct 26 – Nov 1, 2025",magnolia,74
"Nov 2 – 8, 2025",magnolia,77
"Nov 9 – 15, 2025",magnolia,75
"Nov 16 – 22, 2025",magnolia,77
"Nov 23 – 29, 2025",magnolia,73
"Nov 30 – Dec 6, 2025",magnolia,74
"Dec 7 – 13, 2025",magnolia,73
"Dec 14 – 20, 2025",magnolia,72
"Dec 21 – 27, 2025",magnolia,74
"Dec 28, 2025 – Jan 3, 2026",magnolia,78
"Jan 4 – 10, 2026",magnolia,71
"Jan 11 – 17, 2026",magnolia,74
"Jan 18 – 24, 2026",magnolia,75
"Jan 25 – 31, 2026",magnolia,75
"Feb 1 – 7, 2026",magnolia,78
"Feb 8 – 14, 2026",magnolia,88
"Feb 15 – 21, 2026",magnolia,81
"Feb 22 – 28, 2026",magnolia,79
"Mar 1 – 7, 2026",magnolia,85
"Mar 8 – 14, 2026",magnolia,95
"Mar 2 – 8, 2025",morning glory,75
"Mar 9 – 15, 2025",morning glory,77
"Mar 16 – 22, 2025",morning glory,78
"Mar 23 – 29, 2025",morning glory,83
"Mar 30 – Apr 5, 2025",morning glory,82
"Apr 6 – 12, 2025",morning glory,82
"Apr 13 – 19, 2025",morning glory,85
"Apr 20 – 26, 2025",morning glory,85
"Apr 27 – May 3, 2025",morning glory,88
"May 4 – 10, 2025",morning glory,88
"May 11 – 17, 2025",morning glory,89
"May 18 – 24, 2025",morning glory,84
"May 25 – 31, 2025",morning glory,88
"Jun 1 – 7, 2025",morning glory,82
"Jun 8 – 14, 2025",morning glory,84
"Jun 15 – 21, 2025",morning glory,84
"Jun 22 – 28, 2025",morning glory,86
"Jun 29 – Jul 5, 2025",morning glory,89
"Jul 6 – 12, 2025",morning glory,97
"Jul 13 – 19, 2025",morning glory,93
"Jul 20 – 26, 2025",morning glory,93
"Jul 27 – Aug 2, 2025",morning glory,88
"Aug 3 – 9, 2025",morning glory,98
"Aug 10 – 16, 2025",morning glory,89
"Aug 17 – 23, 2025",morning glory,95
"Aug 24 – 30, 2025",morning glory,89
"Aug 31 – Sep 6, 2025",morning glory,95
"Sep 7 – 13, 2025",morning glory,86
"Sep 14 – 20, 2025",morning glory,86
"Sep 21 – 27, 2025",morning glory,85
"Sep 28 – Oct 4, 2025",morning glory,95
"Oct 5 – 11, 2025",morning glory,89
"Oct 12 – 18, 2025",morning glory,100
"Oct 19 – 25, 2025",morning glory,86
"Oct 26 – Nov 1, 2025",morning glory,83
"Nov 2 – 8, 2025",morning glory,73
"Nov 9 – 15, 2025",morning glory,82
"Nov 16 – 22, 2025",morning glory,90
"Nov 23 – 29, 2025",morning glory,81
"Nov 30 – Dec 6, 2025",morning glory,70
"Dec 7 – 13, 2025",morning glory,72
"Dec 14 – 20, 2025",morning glory,68
"Dec 21 – 27, 2025",morning glory,70
"Dec 28, 2025 – Jan 3, 2026",morning glory,83
"Jan 4 – 10, 2026",morning glory,74
"Jan 11 – 17, 2026",morning glory,74
"Jan 18 – 24, 2026",morning glory,74
"Jan 25 – 31, 2026",morning glory,78
"Feb 1 – 7, 2026",morning glory,75
"Feb 8 – 14, 2026",morning glory,81
"Feb 15 – 21, 2026",morning glory,88
"Feb 22 – 28, 2026",morning glory,83
"Mar 1 – 7, 2026",morning glory,84
"Mar 8 – 14, 2026",morning glory,90
"Mar 2 – 8, 2025",narcissus,78
"Mar 9 – 15, 2025",narcissus,77
"Mar 16 – 22, 2025",narcissus,83
"Mar 23 – 29, 2025",narcissus,85
"Mar 30 – Apr 5, 2025",narcissus,92
"Apr 6 – 12, 2025",narcissus,79
"Apr 13 – 19, 2025",narcissus,81
"Apr 20 – 26, 2025",narcissus,78
"Apr 27 – May 3, 2025",narcissus,72
"May 4 – 10, 2025",narcissus,68
"May 11 – 17, 2025",narcissus,64
"May 18 – 24, 2025",narcissus,57
"May 25 – 31, 2025",narcissus,55
"Jun 1 – 7, 2025",narcissus,53
"Jun 8 – 14, 2025",narcissus,50
"Jun 15 – 21, 2025",narcissus,55
"Jun 22 – 28, 2025",narcissus,54
"Jun 29 – Jul 5, 2025",narcissus,56
"Jul 6 – 12, 2025",narcissus,50
"Jul 13 – 19, 2025",narcissus,48
"Jul 20 – 26, 2025",narcissus,53
"Jul 27 – Aug 2, 2025",narcissus,52
"Aug 3 – 9, 2025",narcissus,58
"Aug 10 – 16, 2025",narcissus,61
"Aug 17 – 23, 2025",narcissus,59
"Aug 24 – 30, 2025",narcissus,67
"Aug 31 – Sep 6, 2025",narcissus,65
"Sep 7 – 13, 2025",narcissus,64
"Sep 14 – 20, 2025",narcissus,66
"Sep 21 – 27, 2025",narcissus,73
"Sep 28 – Oct 4, 2025",narcissus,75
"Oct 5 – 11, 2025",narcissus,78
"Oct 12 – 18, 2025",narcissus,77
"Oct 19 – 25, 2025",narcissus,78
"Oct 26 – Nov 1, 2025",narcissus,71
"Nov 2 – 8, 2025",narcissus,77
"Nov 9 – 15, 2025",narcissus,74
"Nov 16 – 22, 2025",narcissus,75
"Nov 23 – 29, 2025",narcissus,69
"Nov 30 – Dec 6, 2025",narcissus,66
"Dec 7 – 13, 2025",narcissus,70
"Dec 14 – 20, 2025",narcissus,63
"Dec 21 – 27, 2025",narcissus,65
"Dec 28, 2025 – Jan 3, 2026",narcissus,62
"Jan 4 – 10, 2026",narcissus,64
"Jan 11 – 17, 2026",narcissus,71
"Jan 18 – 24, 2026",narcissus,70
"Jan 25 – 31, 2026",narcissus,70
"Feb 1 – 7, 2026",narcissus,86
"Feb 8 – 14, 2026",narcissus,90
"Feb 15 – 21, 2026",narcissus,100
"Feb 22 – 28, 2026",narcissus,83
"Mar 1 – 7, 2026",narcissus,77
"Mar 8 – 14, 2026",narcissus,81
"Mar 2 – 8, 2025",pansy,79
"Mar 9 – 15, 2025",pansy,75
"Mar 16 – 22, 2025",pansy,83
"Mar 23 – 29, 2025",pansy,84
"Mar 30 – Apr 5, 2025",pansy,93
"Apr 6 – 12, 2025",pansy,88
"Apr 13 – 19, 2025",pansy,86
"Apr 20 – 26, 2025",pansy,91
"Apr 27 – May 3, 2025",pansy,91
"May 4 – 10, 2025",pansy,89
"May 11 – 17, 2025",pansy,83
"May 18 – 24, 2025",pansy,78
"May 25 – 31, 2025",pansy,75
"Jun 1 – 7, 2025",pansy,76
"Jun 8 – 14, 2025",pansy,74
"Jun 15 – 21, 2025",pansy,83
"Jun 22 – 28, 2025",pansy,74
"Jun 29 – Jul 5, 2025",pansy,65
"Jul 6 – 12, 2025",pansy,66
"Jul 13 – 19, 2025",pansy,70
"Jul 20 – 26, 2025",pansy,66
"Jul 27 – Aug 2, 2025",pansy,67
"Aug 3 – 9, 2025",pansy,70
"Aug 10 – 16, 2025",pansy,69
"Aug 17 – 23, 2025",pansy,73
"Aug 24 – 30, 2025",pansy,74
"Aug 31 – Sep 6, 2025",pansy,72
"Sep 7 – 13, 2025",pansy,72
"Sep 14 – 20, 2025",pansy,67
"Sep 21 – 27, 2025",pansy,78
"Sep 28 – Oct 4, 2025",pansy,74
"Oct 5 – 11, 2025",pansy,78
"Oct 12 – 18, 2025",pansy,71
"Oct 19 – 25, 2025",pansy,70
"Oct 26 – Nov 1, 2025",pansy,70
"Nov 2 – 8, 2025",pansy,67
"Nov 9 – 15, 2025",pansy,70
"Nov 16 – 22, 2025",pansy,63
"Nov 23 – 29, 2025",pansy,61
"Nov 30 – Dec 6, 2025",pansy,64
"Dec 7 – 13, 2025",pansy,62
"Dec 14 – 20, 2025",pansy,61
"Dec 21 – 27, 2025",pansy,62
"Dec 28, 2025 – Jan 3, 2026",pansy,64
"Jan 4 – 10, 2026",pansy,64
"Jan 11 – 17, 2026",pansy,65
"Jan 18 – 24, 2026",pansy,63
"Jan 25 – 31, 2026",pansy,64
"Feb 1 – 7, 2026",pansy,72
"Feb 8 – 14, 2026",pansy,91
"Feb 15 – 21, 2026",pansy,100
"Feb 22 – 28, 2026",pansy,80
"Mar 1 – 7, 2026",pansy,76
"Mar 8 – 14, 2026",pansy,85
"Mar 2 – 8, 2025",petunia,44
"Mar 9 – 15, 2025",petunia,46
"Mar 16 – 22, 2025",petunia,47
"Mar 23 – 29, 2025",petunia,47
"Mar 30 – Apr 5, 2025",petunia,54
"Apr 6 – 12, 2025",petunia,64
"Apr 13 – 19, 2025",petunia,66
"Apr 20 – 26, 2025",petunia,69
"Apr 27 – May 3, 2025",petunia,92
"May 4 – 10, 2025",petunia,94
"May 11 – 17, 2025",petunia,100
"May 18 – 24, 2025",petunia,82
"May 25 – 31, 2025",petunia,80
"Jun 1 – 7, 2025",petunia,73
"Jun 8 – 14, 2025",petunia,69
"Jun 15 – 21, 2025",petunia,62
"Jun 22 – 28, 2025",petunia,53
"Jun 29 – Jul 5, 2025",petunia,53
"Jul 6 – 12, 2025",petunia,51
"Jul 13 – 19, 2025",petunia,51
"Jul 20 – 26, 2025",petunia,49
"Jul 27 – Aug 2, 2025",petunia,49
"Aug 3 – 9, 2025",petunia,50
"Aug 10 – 16, 2025",petunia,53
"Aug 17 – 23, 2025",petunia,43
"Aug 24 – 30, 2025",petunia,41
"Aug 31 – Sep 6, 2025",petunia,39
"Sep 7 – 13, 2025",petunia,42
"Sep 14 – 20, 2025",petunia,42
"Sep 21 – 27, 2025",petunia,37
"Sep 28 – Oct 4, 2025",petunia,36
"Oct 5 – 11, 2025",petunia,36
"Oct 12 – 18, 2025",petunia,36
"Oct 19 – 25, 2025",petunia,36
